FIPS_Country_Code	FIPS_ADM1_Code	ADM1_Name	ADM1_Name_ND	Language_Code	Region_Code
KS	18	Kwangju-gwangyŏksi	Kwangju-gwangyoksi		5
KS	19	Taejŏn-gwangyŏksi	Taejon-gwangyoksi		5
KS	20	Kyŏngsang-namdo	Kyongsang-namdo		5
KS	21	Ulsan-gwangyŏksi	Ulsan-gwangyoksi		5
KT	00	Christmas Island (general)	Christmas Island (general)		1
KU	00	Kuwait (general)	Kuwait (general)		3
KU	02	Al ‘Āşimah	Al `Asimah		3
KU	03	Ḩawallī	Hawalli		3
KU	04	Al Aḩmadī	Al Ahmadi		3
KU	05	Al Jahrāʼ	Al Jahraʼ		3
KU	06	Al Farwānīyah	Al Farwaniyah		3
KZ	00	Kazakhstan (general)	Kazakhstan (general)		4
KZ	01	Almaty	Almaty		4
KZ	02	Almaty Qalasy	Almaty Qalasy		4
KZ	03	Aqmola	Aqmola		4
KZ	04	Aqtöbe	Aqtobe		4
KZ	05	Astana Qalasy	Astana Qalasy		4
KZ	06	Atyraū	Atyrau		4
KZ	07	Batys Qazaqstan	Batys Qazaqstan		4
KZ	08	Bayqongyr Qalasy	Bayqongyr Qalasy		4
KZ	09	Mangghystaū	Mangghystau		4
KZ	10	Ongtüstik Qazaqstan	Ongtustik Qazaqstan		4
KZ	11	Pavlodar	Pavlodar		4
KZ	12	Qaraghandy	Qaraghandy		4
KZ	13	Qostanay	Qostanay		4
KZ	14	Qyzylorda	Qyzylorda		4
KZ	15	Shyghys Qazaqstan	Shyghys Qazaqstan		4
KZ	16	Soltüstik Qazaqstan	Soltustik Qazaqstan		4
KZ	17	Zhambyl	Zhambyl		4
LA	00	Laos (general)	Laos (general)		5
LA	01	Attapu	Attapu		5
LA	02	Champasak	Champasak		5
LA	03	Houaphan	Houaphan		5
LA	04	(LA04)	(LA04)		5
LA	05	(LA05)	(LA05)		5
LA	06	(LA06)	(LA06)		5
LA	07	Oudômxai	Oudomxai		5
LA	08	(LA08)	(LA08)		5
LA	09	(LA09)	(LA09)		5
LA	10	(LA10)	(LA10)		5
LA	11	(LA11)	(LA11)		5
LA	13	Xiagnabouli	Xiagnabouli		5
LA	14	Xiangkhoang	Xiangkhoang		5
LA	15	Khammouan	Khammouan		5
LA	16	Loungnamtha	Loungnamtha		5
LA	17	Louangphabang	Louangphabang		5
LA	18	Phôngsali	Phongsali		5
LA	19	Salavan	Salavan		5
LA	20	Savannahkhét	Savannahkhet		5
LA	21	(LA21)	(LA21)		5
LA	22	Bokèo	Bokeo		5
LA	23	Bolikhamxai	Bolikhamxai		5
LA	24	Viangchan	Viangchan		5
LA	25	Xaisômboun	Xaisomboun		5
LA	26	Xékong	Xekong		5
LA	27	Viangchan	Viangchan		5
LE	00	Lebanon (general)	Lebanon (general)		3
LE	01	Béqaa	Beqaa		3
LE	02	(LE02)	(LE02)		3
LE	03	Liban-Nord	Liban-Nord		3
LE	04	Beyrouth	Beyrouth		3
LE	05	Mont-Liban	Mont-Liban		3
LE	06	Liban-Sud	Liban-Sud		3
LE	07	Nabatîyé	Nabatiye		3
LG	00	Latvia (general)	Latvia (general)		2
LG	01	Aizkraukles Rajons	Aizkraukles Rajons		2
LG	02	Alūksnes Rajons	Aluksnes Rajons		2
LG	03	Balvu Rajons	Balvu Rajons		2
LG	04	Bauskas Rajons	Bauskas Rajons		2
LG	05	Cēsu Rajons	Cesu Rajons		2
LG	06	Daugavpils	Daugavpils		2
LG	07	Daugavpils Rajons	Daugavpils Rajons		2
LG	08	Dobeles Rajons	Dobeles Rajons		2
LG	09	Gulbenes Rajons	Gulbenes Rajons		2
LG	10	Jēkabpils Rajons	Jekabpils Rajons		2
LG	11	Jelgava	Jelgava		2
LG	12	Jelgavas Rajons	Jelgavas Rajons		2
LG	13	Jūrmala	Jurmala		2
LG	14	Krāslavas Rajons	Kraslavas Rajons		2
LG	15	Kuldīgas Rajons	Kuldigas Rajons		2
LG	16	Liepāja	Liepaja		2
LG	17	Liepājas Rajons	Liepajas Rajons		2
LG	18	Limbažu Rajons	Limbazu Rajons		2
LG	19	Ludzas Rajons	Ludzas Rajons		2
LG	20	Madonas Rajons	Madonas Rajons		2
LG	21	Ogres Rajons	Ogres Rajons		2
LG	22	Preiļu Rajons	Preilu Rajons		2
LG	23	Rēzekne	Rezekne		2
LG	24	Rēzeknes Rajons	Rezeknes Rajons		2
LG	25	Rīga	Riga		2
LG	26	Rīgas Rajons	Rigas Rajons		2
LG	27	Saldus Rajons	Saldus Rajons		2
LG	28	Talsu Rajons	Talsu Rajons		2
LG	29	Tukuma Rajons	Tukuma Rajons		2
LG	30	Valkas Rajons	Valkas Rajons		2
LG	31	Valmieras Rajons	Valmieras Rajons		2
LG	32	Ventspils	Ventspils		2
LG	33	Ventspils Rajons	Ventspils Rajons		2
LH	00	Lithuania (general)	Lithuania (general)		2
LH	40	(LH40)	(LH40)		2
LH	56	Alytaus Apskritis	Alytaus Apskritis		2
LH	57	Kauno Apskritis	Kauno Apskritis		2
LH	58	Klaipėdos Apskritis	Klaipedos Apskritis		2
LH	59	Marijampolės Apskritis	Marijampoles Apskritis		2
LH	60	Panevėžio Apskritis	Panevezio Apskritis		2
LH	61	Šiaulių Apskritis	Siauliu Apskritis		2
LH	62	Tauragės Apskritis	Taurages Apskritis		2
LH	63	Telšių Apskritis	Telsiu Apskritis		2
LH	64	Utenos Apskritis	Utenos Apskritis		2
LH	65	Vilniaus Apskritis	Vilniaus Apskritis		2
LI	00	Liberia (general)	Liberia (general)		3
LI	01	Bong	Bong		3
LI	02	(LI02)	(LI02)		3
LI	04	(LI04)	(LI04)		3
LI	05	(LI05)	(LI05)		3
LI	08	(LI08)	(LI08)		3
LI	09	Nimba	Nimba		3
LI	10	Sinoe	Sinoe		3
LI	11	Grand Bassa	Grand Bassa		3
LI	12	Grand Cape Mount	Grand Cape Mount		3
LI	13	Maryland	Maryland		3
LI	14	Montserrado	Montserrado		3
LI	15	Bomi	Bomi		3
LI	16	Grand Kru	Grand Kru		3
LI	17	Margibi	Margibi		3
LI	18	River Cess	River Cess		3
LI	19	Grand Gedeh	Grand Gedeh		3
LI	20	Lofa	Lofa		3
LI	21	Gbarpolu	Gbarpolu		3
LI	22	River Gee	River Gee		3
LO	00	Slovakia (general)	Slovakia (general)		2
LO	01	Banskobystrický	Banskobystricky		2
LO	02	Bratislavský	Bratislavsky		2
LO	03	Košický	Kosicky		2
LO	04	Nitriansky	Nitriansky		2
LO	05	Prešovský	Presovsky		2
LO	06	Trenčiansky	Trenciansky		2
LO	07	Trnavský	Trnavsky		2
LO	08	Žilinský	Zilinsky		2
LS	00	Liechtenstein (general)	Liechtenstein (general)		1
LS	01	Balzers	Balzers		1
LS	02	Eschen	Eschen		1
LS	03	Gamprin	Gamprin		1
LS	04	Mauren	Mauren		1
LS	05	Planken	Planken		1
LS	06	Ruggell	Ruggell		1
LS	07	Schaan	Schaan		1
LS	08	Schellenberg	Schellenberg		1
LS	09	Triesen	Triesen		1
LS	10	Triesenberg	Triesenberg		1
LS	11	Vaduz	Vaduz		1
LT	00	Lesotho (general)	Lesotho (general)		3
LT	01	(LT01)	(LT01)		3
LT	02	(LT02)	(LT02)		3
LT	03	(LT03)	(LT03)		3
LT	04	(LT04)	(LT04)		3
LT	05	(LT05)	(LT05)		3
LT	06	(LT06)	(LT06)		3
LT	10	Berea	Berea		3
LT	11	Butha-Buthe	Butha-Buthe		3
LT	12	Leribe	Leribe		3
LT	13	Mafeteng	Mafeteng		3
LT	14	Maseru	Maseru		3
LT	15	Mohaleʼs Hoek	Mohaleʼs Hoek		3
LT	16	Mokhotlong	Mokhotlong		3
LT	17	Qachaʼs Nek	Qachaʼs Nek		3
LT	18	Quthing	Quthing		3
LT	19	Thaba-Tseka	Thaba-Tseka		3
LU	00	Luxembourg (general)	Luxembourg (general)		1
LU	01	Diekirch	Diekirch		1
LU	02	Grevenmacher	Grevenmacher		1
LU	03	Luxembourg	Luxembourg		1
LY	00	Libya (general)	Libya (general)		3
LY	02	(LY02)	(LY02)		3
LY	03	Al ‘Azīzīyah	Al `Aziziyah		3
LY	04	(LY04)	(LY04)		3
LY	05	Al Jufrah	Al Jufrah		3
LY	06	(LY06)	(LY06)		3
LY	08	Al Kufrah	Al Kufrah		3
LY	09	(LY09)	(LY09)		3
LY	10	(LY10)	(LY10)		3
LY	11	(LY11)	(LY11)		3
LY	12	(LY12)	(LY12)		3
LY	13	Ash Shāţiʼ	Ash Shatiʼ		3
LY	15	(LY15)	(LY15)		3
LY	18	(LY18)	(LY18)		3
LY	19	(LY19)	(LY19)		3
LY	23	(LY23)	(LY23)		3
LY	24	(LY24)	(LY24)		3
LY	25	(LY25)	(LY25)		3
LY	26	(LY26)	(LY26)		3
LY	27	(LY27)	(LY27)		3
LY	29	(LY29)	(LY29)		3
LY	30	Murzuq	Murzuq		3
LY	31	(LY31)	(LY31)		3
LY	32	(LY32)	(LY32)		3
LY	33	(LY33)	(LY33)		3
LY	34	Sabhā	Sabha		3
LY	35	(LY35)	(LY35)		3
LY	36	(LY36)	(LY36)		3
LY	37	(LY37)	(LY37)		3
LY	39	(LY39)	(LY39)		3
LY	41	Tarhūnah	Tarhunah		3
LY	42	Ţubruq	Tubruq		3
LY	43	(LY43)	(LY43)		3
LY	45	Zlīţan	Zlitan		3
LY	46	(LY46)	(LY46)		3
LY	47	Ajdābiyā	Ajdabiya		3
LY	48	Al Fātiḩ	Al Fatih		3
LY	49	Al Jabal al Akhḑar	Al Jabal al Akhdar		3
LY	50	Al Khums	Al Khums		3
LY	51	An Nuqāţ al Khams	An Nuqat al Khams		3
LY	52	Awbārī	Awbari		3
LY	53	Az Zāwiyah	Az Zawiyah		3
LY	54	Banghāzī	Banghazi		3
LY	55	Darnah	Darnah		3
LY	56	Ghadāmis	Ghadamis		3
LY	57	Gharyān	Gharyan		3
LY	58	Mişrātah	Misratah		3
LY	59	Sawfajjīn	Sawfajjin		3
LY	60	Surt	Surt		3
LY	61	Ţarābulus	Tarabulus		3
LY	62	Yafran	Yafran		3
MA	00	Madagascar (general)	Madagascar (general)		3
MA	01	Antsiranana	Antsiranana		3
MA	02	Fianarantsoa	Fianarantsoa		3
MA	03	Mahajanga	Mahajanga		3
MA	04	Toamasina	Toamasina		3
MA	05	Antananarivo	Antananarivo		3
MA	06	Toliara	Toliara		3
MB	00	Martinique (general)	Martinique (general)		1
MC	00	Macau (general)	Macau (general)		1
MC	01	Ilhas	Ilhas		1
MC	02	Macau	Macau		1
MD	00	Moldova (general)	Moldova (general)		2
MD	13	(MD13)	(MD13)		2
MD	46	(MD46)	(MD46)		2
MD	47	(MD47)	(MD47)		2
MD	48	(MD48)	(MD48)		2
MD	49	(MD49)	(MD49)		2
MD	50	(MD50)	(MD50)		2
MD	51	Găgăuzia	Gagauzia		2
MD	52	(MD52)	(MD52)		2
MD	53	(MD53)	(MD53)		2
MD	54	(MD54)	(MD54)		2
MD	55	(MD55)	(MD55)		2
MD	56	(MD56)	(MD56)		2
MD	57	Chişinău	Chisinau		2
MD	58	Stînga Nistrului	Stinga Nistrului		2
MD	59	Anenii Noi	Anenii Noi		2
MD	60	Bălţi	Balti		2
MD	61	Basarabeasca	Basarabeasca		2
MD	62	Bender	Bender		2
MD	63	Briceni	Briceni		2
MD	64	Cahul	Cahul		2
MD	65	Cantemir	Cantemir		2
MD	66	Călăraşi	Calarasi		2
MD	67	Căuşeni	Causeni		2
MD	68	Cimişlia	Cimislia		2
MD	69	Criuleni	Criuleni		2
MD	70	Donduşeni	Donduseni		2
MD	71	Drochia	Drochia		2
MD	72	Dubăsari	Dubasari		2
MD	73	Edineţ	Edinet		2
MD	74	Făleşti	Falesti		2
MD	75	Floreşti	Floresti		2
MD	76	Glodeni	Glodeni		2
MD	77	Hînceşti	Hincesti		2
MD	78	Ialoveni	Ialoveni		2
MD	79	Leova	Leova		2
MD	80	Nisporeni	Nisporeni		2
MD	81	Ocniţa	Ocnita		2
MD	82	Orhei	Orhei		2
MD	83	Rezina	Rezina		2
MD	84	Rîşcani	Riscani		2
MD	85	Sîngerei	Singerei		2
MD	86	Şoldăneşti	Soldanesti		2
MD	87	Soroca	Soroca		2
MD	88	Ştefan-Vodă	Stefan-Voda		2
MD	89	Străşeni	Straseni		2
MD	90	Taraclia	Taraclia		2
MD	91	Teleneşti	Telenesti		2
MD	92	Ungheni	Ungheni		2
MF	00	Mayotte (general)	Mayotte (general)		1
MG	00	Mongolia (general)	Mongolia (general)		5
MG	01	Arhangay	Arhangay		5
MG	02	Bayanhongor	Bayanhongor		5
MG	03	Bayan-Ölgiy	Bayan-Olgiy		5
MG	06	Dornod	Dornod		5
MG	07	Dornogovĭ	Dornogovi		5
MG	08	Dundgovĭ	Dundgovi		5
MG	09	Dzavhan	Dzavhan		5
MG	10	Govĭ-Altay	Govi-Altay		5
MG	11	Hentiy	Hentiy		5
MG	12	Hovd	Hovd		5
MG	13	Hövsgöl	Hovsgol		5
MG	14	Ömnögovĭ	Omnogovi		5
MG	15	Övörhangay	Ovorhangay		5
MG	16	Selenge	Selenge		5
MG	17	Sühbaatar	Suhbaatar		5
MG	18	Töv	Tov		5
MG	19	Uvs	Uvs		5
MG	20	Ulaanbaatar	Ulaanbaatar		5
MG	21	Bulgan	Bulgan		5
MG	23	Darhan Uul	Darhan Uul		5
MG	24	Govĭ-Sumber	Govi-Sumber		5
MG	25	Orhon	Orhon		5
MH	00	Montserrat (general)	Montserrat (general)		1
MH	01	Saint Anthony	Saint Anthony		1
MH	02	Saint Georges	Saint Georges		1
MH	03	Saint Peter	Saint Peter		1
MI	00	Malawi (general)	Malawi (general)		3
MI	02	Chikwawa	Chikwawa		3
MI	03	Chiradzulu	Chiradzulu		3
MI	04	Chitipa	Chitipa		3
MI	05	Thyolo	Thyolo		3
MI	06	Dedza	Dedza		3
MI	07	Dowa	Dowa		3
MI	08	Karonga	Karonga		3
MI	09	Kasungu	Kasungu		3
MI	10	(MI10)	(MI10)		3
MI	11	Lilongwe	Lilongwe		3
MI	12	Mangochi	Mangochi		3
MI	13	Mchinji	Mchinji		3
MI	14	(MI14)	(MI14)		3
MI	15	Mzimba	Mzimba		3
MI	16	Ntcheu	Ntcheu		3
MI	17	Nkhata Bay	Nkhata Bay		3
MI	18	Nkhotakota	Nkhotakota		3
MI	19	Nsanje	Nsanje		3
MI	20	Ntchisi	Ntchisi		3
MI	21	Rumphi	Rumphi		3
MI	22	Salima	Salima		3
MI	23	Zomba	Zomba		3
MI	24	Blantyre	Blantyre		3
MI	25	Mwanza	Mwanza		3
MI	26	Balaka	Balaka		3
MI	27	Likoma	Likoma		3
MI	28	Machinga	Machinga		3
MI	29	Mulanje	Mulanje		3
MI	30	Phalombe	Phalombe		3
MK	00	Macedonia, The Former Yugoslav Republic of (general)	Macedonia, The Former Yugoslav Republic of (general)		2
MK	01	Aračinovo	Aracinovo		2
MK	02	Bač	Bac		2
MK	03	Belčišta	Belcista		2
MK	04	Berovo	Berovo		2
MK	05	Bistrica	Bistrica		2
MK	06	Bitola	Bitola		2
MK	07	Blatec	Blatec		2
MK	08	Bogdanci	Bogdanci		2
MK	09	Bogomila	Bogomila		2
MK	10	Bogovinje	Bogovinje		2
MK	11	Bosilovo	Bosilovo		2
MK	12	Brvenica	Brvenica		2
MK	13	Čair	Cair		2
MK	14	Capari	Capari		2
MK	15	Čaška	Caska		2
MK	16	Čegrana	Cegrana		2
MK	17	Centar	Centar		2
MK	18	Centar Župa	Centar Zupa		2
MK	19	Češinovo	Cesinovo		2
MK	20	Čučer-Sandevo	Cucer-Sandevo		2
MK	21	Debar	Debar		2
MK	22	Delčevo	Delcevo		2
MK	23	Delogoždi	Delogozdi		2
MK	24	Demir Hisar	Demir Hisar		2
MK	25	Demir Kapija	Demir Kapija		2
MK	26	Dobruševo	Dobrusevo		2
MK	27	Dolna Banjica	Dolna Banjica		2
MK	28	Dolneni	Dolneni		2
MK	29	Ðorče Petrov	Dorce Petrov		2
MK	30	Drugovo	Drugovo		2
MK	31	Džepčište	Dzepciste		2
MK	32	Gazi Baba	Gazi Baba		2
MK	33	Gevgelija	Gevgelija		2
MK	34	Gostivar	Gostivar		2
MK	35	Gradsko	Gradsko		2
MK	36	Ilinden	Ilinden		2
MK	37	Izvor	Izvor		2
MK	38	Jegunovce	Jegunovce		2
MK	39	Kamenjane	Kamenjane		2
MK	40	Karbinci	Karbinci		2
MK	41	Karpoš	Karpos		2
MK	42	Kavadarci	Kavadarci		2
MK	43	Kičevo	Kicevo		2
MK	44	Kisela Voda	Kisela Voda		2
MK	45	Klečevce	Klecevce		2
MK	46	Kočani	Kocani		2
MK	47	Konče	Konce		2
MK	48	Kondovo	Kondovo		2
MK	49	Konopište	Konopiste		2
MK	50	Kosel	Kosel		2
MK	51	Kratovo	Kratovo		2
MK	52	Kriva Palanka	Kriva Palanka		2
MK	53	Krivogaštani	Krivogastani		2
MK	54	Kruševo	Krusevo		2
MK	55	Kukliš	Kuklis		2
MK	56	Kukurečani	Kukurecani		2
MK	57	Kumanovo	Kumanovo		2
MK	58	Labuništa	Labunista		2
MK	59	Lipkovo	Lipkovo		2
MK	60	Lozovo	Lozovo		2
MK	61	Lukovo	Lukovo		2
MK	62	Makedonska Kamenica	Makedonska Kamenica		2
MK	63	Makedonski Brod	Makedonski Brod		2
MK	64	Mavrovi Anovi	Mavrovi Anovi		2
MK	65	Mešeišta	Meseista		2
MK	66	Miravci	Miravci		2
MK	67	Mogila	Mogila		2
MK	68	Murtino	Murtino		2
MK	69	Negotino	Negotino		2
MK	70	Negotino-Pološko	Negotino-Polosko		2
MK	71	Novaci	Novaci		2
MK	72	Novo Selo	Novo Selo		2
MK	73	Obleševo	Oblesevo		2
MK	74	Ohrid	Ohrid		2
MK	75	Orašac	Orasac		2
MK	76	Orizari	Orizari		2
MK	77	Oslomej	Oslomej		2
MK	78	Pehčevo	Pehcevo		2
MK	79	Petrovec	Petrovec		2
MK	80	Plasnica	Plasnica		2
MK	81	Podareš	Podares		2
MK	82	Prilep	Prilep		2
MK	83	Probištip	Probistip		2
MK	84	Radoviš	Radovis		2
MK	85	Rankovce	Rankovce		2
MK	86	Resen	Resen		2
MK	87	Rosoman	Rosoman		2
MK	88	Rostuša	Rostusa		2
MK	89	Samokov	Samokov		2
MK	90	Saraj	Saraj		2
MK	91	Šipkovica	Sipkovica		2
MK	92	Sopište	Sopiste		2
MK	93	Sopotnica	Sopotnica		2
MK	94	Srbinovo	Srbinovo		2
MK	95	Staravina	Staravina		2
MK	96	Star Dojran	Star Dojran		2
MK	97	Staro Nagoričane	Staro Nagoricane		2
MK	98	Štip	Stip		2
MK	99	Struga	Struga		2
MK	A1	Strumica	Strumica		2
MK	A2	Studeničani	Studenicani		2
MK	A3	Šuto Orizari	Suto Orizari		2
MK	A4	Sveti Nikole	Sveti Nikole		2
MK	A5	Tearce	Tearce		2
MK	A6	Tetovo	Tetovo		2
MK	A7	Topolčani	Topolcani		2
MK	A8	Valandovo	Valandovo		2
MK	A9	Vasilevo	Vasilevo		2
MK	B1	Veles	Veles		2
MK	B2	Velešta	Velesta		2
MK	B3	Vevčani	Vevcani		2
MK	B4	Vinica	Vinica		2
MK	B5	Vitolište	Vitoliste		2
MK	B6	Vraneštica	Vranestica		2
MK	B7	Vrapčište	Vrapciste		2
MK	B8	Vratnica	Vratnica		2
MK	B9	Vrutok	Vrutok		2
MK	C1	Zajas	Zajas		2
MK	C2	Zelenikovo	Zelenikovo		2
MK	C3	Želino	Zelino		2
MK	C4	Žitoše	Zitose		2
MK	C5	Zletovo	Zletovo		2
MK	C6	Zrnovci	Zrnovci		2
ML	00	Mali (general)	Mali (general)		3
ML	01	Bamako	Bamako		3
ML	02	(ML02)	(ML02)		3
ML	03	Kayes	Kayes		3
ML	04	Mopti	Mopti		3
ML	05	Ségou	Segou		3
ML	06	Sikasso	Sikasso		3
ML	07	Koulikoro	Koulikoro		3
ML	08	Tombouctou	Tombouctou		3
ML	09	Gao	Gao		3
ML	10	Kidal	Kidal		3
MN	00	Monaco (general)	Monaco (general)		1
MO	00	Morocco (general)	Morocco (general)		3
MO	01	Agadir	Agadir		3
MO	02	Al Hoceïma	Al Hoceima		3
MO	03	Azilal	Azilal		3
MO	04	Ben Slimane	Ben Slimane		3
MO	05	Beni Mellal	Beni Mellal		3
MO	06	Boulemane	Boulemane		3
MO	07	Casablanca	Casablanca		3
MO	08	Chaouen	Chaouen		3
MO	09	El Jadida	El Jadida		3
MO	10	El Kelaa des Sraghna	El Kelaa des Sraghna		3
MO	11	Er Rachidia	Er Rachidia		3
MO	12	Essaouira	Essaouira		3
MO	13	Fès	Fes		3
MO	14	Figuig	Figuig		3
MO	15	Kenitra	Kenitra		3
MO	16	Khemisset	Khemisset		3
MO	17	Khenifra	Khenifra		3
MO	18	Khouribga	Khouribga		3
MO	19	Marrakech	Marrakech		3
MO	20	Meknès	Meknes		3
MO	21	Nador	Nador		3
MO	22	Ouarzazate	Ouarzazate		3
MO	23	Oujda	Oujda		3
MO	24	Rabat-Salé	Rabat-Sale		3
MO	25	Safi	Safi		3
MO	26	Settat	Settat		3
MO	27	Tanger	Tanger		3
MO	29	Tata	Tata		3
MO	30	Taza	Taza		3
MO	32	Tiznit	Tiznit		3
MO	33	(MO33)	(MO33)		3
MO	34	Ifrane	Ifrane		3
MO	35	Laâyoune	Laayoune		3
MO	36	Tan-Tan	Tan-Tan		3
MO	37	Taounate	Taounate		3
MO	38	Sidi Kacem	Sidi Kacem		3
MO	39	Taroudannt	Taroudannt		3
MO	40	Tétouan	Tetouan		3
MO	41	Larache	Larache		3
MO	42	Guelmim	Guelmim		3
MO	43	Assa-Zag	Assa-Zag		3
MO	44	Es Smara	Es Smara		3
MP	00	Mauritius (general)	Mauritius (general)		1
MP	12	Black River	Black River		1
MP	13	Flacq	Flacq		1
MP	14	Grand Port	Grand Port		1
MP	15	Moka	Moka		1
MP	16	Pamplemousses	Pamplemousses		1
MP	17	Plaines Wilhems	Plaines Wilhems		1
MP	18	Port Louis	Port Louis		1
MP	19	Rivière du Rempart	Riviere du Rempart		1
MP	20	Savanne	Savanne		1
MP	21	Agalega Islands	Agalega Islands		1
MP	22	Cargados Carajos	Cargados Carajos		1
MP	23	Rodrigues	Rodrigues		1
MR	00	Mauritania (general)	Mauritania (general)		1
MR	01	Hodh Ech Chargui	Hodh Ech Chargui		1
MR	02	Hodh El Gharbi	Hodh El Gharbi		1
MR	03	Assaba	Assaba		1
MR	04	Gorgol	Gorgol		1
MR	05	Brakna	Brakna		1
MR	06	Trarza	Trarza		1
MR	07	Adrar	Adrar		1
MR	08	Dakhlet Nouadhibou	Dakhlet Nouadhibou		1
MR	09	Tagant	Tagant		1
MR	10	Guidimaka	Guidimaka		1
MR	11	Tiris Zemmour	Tiris Zemmour		1
MR	12	Inchiri	Inchiri		1
MT	00	Malta (general)	Malta (general)		3
MU	00	Oman (general)	Oman (general)		3
MU	01	Ad Dākhilīyah	Ad Dakhiliyah		3
MU	02	Al Bāţinah	Al Batinah		3
MU	03	Al Wusţá	Al Wusta		3
MU	04	Ash Sharqīyah	Ash Sharqiyah		3
MU	05	Az̧ Z̧āhirah	Az Zahirah		3
MU	06	Masqaţ	Masqat		3
MU	07	Musandam	Musandam		3
MU	08	Z̧ufār	Zufar		3
MV	00	Maldives (general)	Maldives (general)		5
MV	01	Seenu	Seenu		5
MV	02	(MV02)	(MV02)		5
MV	03	(MV03)	(MV03)		5
MV	04	(MV04)	(MV04)		5
MV	05	Laamu	Laamu		5
MV	07	(MV07)	(MV07)		5
MV	08	(MV08)	(MV08)		5
MV	12	(MV12)	(MV12)		5
MV	13	(MV13)	(MV13)		5
MV	14	(MV14)	(MV14)		5
MV	17	(MV17)	(MV17)		5
MV	20	(MV20)	(MV20)		5
MV	23	(MV23)	(MV23)		5
MV	24	(MV24)	(MV24)		5
MV	25	(MV25)	(MV25)		5
MV	26	(MV26)	(MV26)		5
MV	27	(MV27)	(MV27)		5
MV	28	(MV28)	(MV28)		5
MV	29	(MV29)	(MV29)		5
MV	30	Alifu	Alifu		5
MV	31	Baa	Baa		5
MV	32	Dhaalu	Dhaalu		5
MV	33	Faafu	Faafu		5
MV	34	Gaafu Alifu	Gaafu Alifu		5
MV	35	Gaafu Dhaalu	Gaafu Dhaalu		5
MV	36	Haa Alifu	Haa Alifu		5
MV	37	Haa Dhaalu	Haa Dhaalu		5
MV	38	Kaafu	Kaafu		5
MV	39	Lhaviyani	Lhaviyani		5
MV	40	Maale	Maale		5
MV	41	Meemu	Meemu		5
MV	42	Gnaviyani	Gnaviyani		5
MV	43	Noonu	Noonu		5
MV	44	Raa	Raa		5
MV	45	Shaviyani	Shaviyani		5
MV	46	Thaa	Thaa		5
MV	47	Vaavu	Vaavu		5
MX	00	Mexico (general)	Mexico (general)		1
MX	01	Aguascalientes	Aguascalientes		1
MX	02	Baja California	Baja California		1
MX	03	Baja California Sur	Baja California Sur		1
MX	04	Campeche	Campeche		1
MX	05	Chiapas	Chiapas		1
MX	06	Chihuahua	Chihuahua		1
MX	07	Coahuila de Zaragoza	Coahuila de Zaragoza		1
MX	08	Colima	Colima		1
MX	09	Distrito Federal	Distrito Federal		1
MX	10	Durango	Durango		1
MX	11	Guanajuato	Guanajuato		1
MX	12	Guerrero	Guerrero		1
MX	13	Hidalgo	Hidalgo		1
MX	14	Jalisco	Jalisco		1
MX	15	México	Mexico		1
MX	16	Michoacán de Ocampo	Michoacan de Ocampo		1
MX	17	Morelos	Morelos		1
MX	18	Nayarit	Nayarit		1
MX	19	Nuevo León	Nuevo Leon		1
MX	20	Oaxaca	Oaxaca		1
MX	21	Puebla	Puebla		1
MX	22	Querétaro de Arteaga	Queretaro de Arteaga		1
MX	23	Quintana Roo	Quintana Roo		1
MX	24	San Luis Potosí	San Luis Potosi		1
MX	25	Sinaloa	Sinaloa		1
MX	26	Sonora	Sonora		1
MX	27	Tabasco	Tabasco		1
MX	28	Tamaulipas	Tamaulipas		1
MX	29	Tlaxcala	Tlaxcala		1
MX	30	Veracruz-Llave	Veracruz-Llave		1
MX	31	Yucatán	Yucatan		1
MX	32	Zacatecas	Zacatecas		1
MY	00	Malaysia (general)	Malaysia (general)		5
MY	01	Johor	Johor		5
MY	02	Kedah	Kedah		5
MY	03	Kelantan	Kelantan		5
MY	04	Melaka	Melaka		5
MY	05	Negeri Sembilan	Negeri Sembilan		5
MY	06	Pahang	Pahang		5
MY	07	Perak	Perak		5
MY	08	Perlis	Perlis		5
MY	09	Pulau Pinang	Pulau Pinang		5
MY	11	Sarawak	Sarawak		5
MY	12	Selangor	Selangor		5
MY	13	Terengganu	Terengganu		5
MY	14	Wilayah Persekutuan	Wilayah Persekutuan		5
MY	15	Labuan	Labuan		5
MY	16	Sabah	Sabah		5
MZ	00	Mozambique (general)	Mozambique (general)		3
MZ	01	Cabo Delgado	Cabo Delgado		3
MZ	02	Gaza	Gaza		3
MZ	03	Inhambane	Inhambane		3
MZ	04	Maputo	Maputo		3
MZ	05	Sofala	Sofala		3
MZ	06	Nampula	Nampula		3
MZ	07	Niassa	Niassa		3
MZ	08	Tete	Tete		3
MZ	09	Zambézia	Zambezia		3
MZ	10	Manica	Manica		3
MZ	11	Maputo	Maputo		3
NC	00	New Caledonia (general)	New Caledonia (general)		1
NE	00	Niue (general)	Niue (general)		1
NF	00	Norfolk Island (general)	Norfolk Island (general)		1
NG	00	Niger (general)	Niger (general)		3
NG	01	Agadez	Agadez		3
NG	02	Diffa	Diffa		3
NG	03	Dosso	Dosso		3
NG	04	Maradi	Maradi		3
NG	05	(NG05)	(NG05)		3
NG	06	Tahoua	Tahoua		3
NG	07	Zinder	Zinder		3
NG	08	Niamey	Niamey		3
